id,hotel_name,city,state,country,category,description,price_per_night,rating,amenities,latitude,longitude,address,image_url
de4108e0-021f-4b59-bf13-b55ef58be7db,Economy Hotel Cape Town,Cape Town,Western Cape,South Africa,budget,Comfortable property in the heart of Cape Town.,1713,3.2,"[""AC"", ""Hot Water"", ""TV"", ""WiFi""]",3.2069,-69.6896,"446 Main Road, Cape Town",https://images.unsplash.com/photo-1445019980597-93fa8acb246c?w=800
1381084e-c72b-4387-a204-4b9612e27d77,Economy Suites Shimla,Shimla,Himachal Pradesh,India,budget,Comfortable hotel in the heart of Shimla.,1736,3.1,"[""Hot Water"", ""WiFi"", ""Reception 24x7""]",10.7531,89.7026,"126 Station Road, Shimla",https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?w=800
bea27c6f-b668-4f62-abef-80b625cb2d76,Radisson Hampi Guesthouse,Hampi,Karnataka,India,premium,Elegant hotel in the heart of Hampi.,13619,3.8,"[""Spa"", ""Conference Hall"", ""WiFi"", ""Pool"", ""Restaurant"", ""Room Service"", ""Parking"", ""Bar""]",18.1052,78.9702,"398 Station Road, Hampi",https://images.unsplash.com/photo-1551882547-ff40c63fe5fa?w=800
f99bbfb0-bca6-4c27-8167-26d511c85c71,Royal London Hotel,London,England,UK,standard,Well-appointed hotel in the heart of London.,4705,4.6,"[""Parking"", ""WiFi"", ""Restaurant"", ""TV"", ""Laundry"", ""Room Service"", ""AC""]",-25.4246,-44.1495,"33 Temple Street, London",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
44942c1f-03da-4e57-950c-9400db71e85b,Economy Hotel Agra,Agra,Uttar Pradesh,India,budget,Comfortable resort in the heart of Agra.,414,3.9,"[""WiFi"", ""Reception 24x7"", ""AC"", ""Hot Water""]",20.4522,68.7426,"277 Station Road, Agra",https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800
c359a8d0-2da2-48a5-9e2d-1528acba9de3,Garden Hampi Villa,Hampi,Karnataka,India,standard,Well-appointed hotel in the heart of Hampi.,3369,4.4,"[""Parking"", ""Room Service"", ""AC"", ""TV"", ""Restaurant"", ""Laundry"", ""WiFi""]",30.8073,96.622,"304 Main Road, Hampi",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
76ac386f-6322-4878-a816-549a4a67c81a,Taj Rishikesh Boutique Hotel,Rishikesh,Uttarakhand,India,premium,Elegant resort in the heart of Rishikesh.,9485,4.3,"[""WiFi"", ""Room Service"", ""Bar"", ""Restaurant"", ""Parking"", ""Pool""]",9.5205,85.5598,"53 MG Road, Rishikesh",https://images.unsplash.com/photo-1496417263034-38ec4f0b665a?w=800
8c6d2ee9-6e14-475c-ad8a-01335e8021ee,The Leela Goa,Goa,Goa,India,luxury,Luxurious property in the heart of Goa.,15235,4.5,"[""Butler"", ""WiFi"", ""Business Center"", ""Kids Club""]",22.9056,86.2889,"446 Station Road, Goa",https://images.unsplash.com/photo-1551882547-ff40c63fe5fa?w=800
cf683d12-7895-4d49-9e00-fed997a82483,ITC Kuala Lumpur Villa,Kuala Lumpur,KL,Malaysia,standard,Well-appointed property in the heart of Kuala Lumpur.,3285,4.9,"[""Room Service"", ""Restaurant"", ""TV"", ""Parking"", ""Laundry""]",-26.3582,24.4563,"151 NH-48, Kuala Lumpur",https://images.unsplash.com/photo-1520250497591-112f2f40a3f4?w=800
447570ea-c940-44e0-b889-c049a234b592,Value Resort Coorg,Coorg,Karnataka,India,budget,Comfortable resort in the heart of Coorg.,1998,4.3,"[""Hot Water"", ""WiFi"", ""AC"", ""Reception 24x7""]",18.2473,80.0923,"281 Main Road, Coorg",https://images.unsplash.com/photo-1611892440504-42a792e24d32?w=800
5e4ec443-549f-4d44-acd1-290cbca60fc7,White Cairo Homestay,Cairo,Cairo,Egypt,premium,Elegant hotel in the heart of Cairo.,14342,4.0,"[""Room Service"", ""Bar"", ""Gym"", ""Parking"", ""Spa"", ""Pool""]",46.6585,-117.9931,"73 Main Road, Cairo",https://images.unsplash.com/photo-1445019980597-93fa8acb246c?w=800
d6459a08-d350-405d-b036-f3fbf03e654f,Economy Guesthouse Ahmedabad,Ahmedabad,Gujarat,India,budget,Comfortable resort in the heart of Ahmedabad.,1041,3.9,"[""TV"", ""Reception 24x7"", ""AC""]",20.8577,90.7028,"373 NH-48, Ahmedabad",https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?w=800
ce44069c-9516-4681-94fd-2ebc66a1fd62,The Royal Kuala Lumpur,Kuala Lumpur,KL,Malaysia,luxury,Luxurious hotel in the heart of Kuala Lumpur.,66315,4.9,"[""Butler"", ""WiFi"", ""Bar""]",-0.1027,-80.442,"231 Main Road, Kuala Lumpur",https://images.unsplash.com/photo-1551882547-ff40c63fe5fa?w=800
e392d9b2-3486-4d85-97d2-ae245ae47d29,Value Resort Ahmedabad,Ahmedabad,Gujarat,India,budget,Comfortable hotel in the heart of Ahmedabad.,508,3.8,"[""WiFi"", ""TV"", ""AC"", ""Hot Water""]",11.6543,75.779,"384 Temple Street, Ahmedabad",https://images.unsplash.com/photo-1571003123894-1f0594d2b5d9?w=800
ccc9423e-38c9-492c-ba6a-833a4e25a1da,Hilton Kathmandu Spa Resort,Kathmandu,Bagmati,Nepal,standard,Well-appointed hotel in the heart of Kathmandu.,4049,4.1,"[""Restaurant"", ""TV"", ""Room Service"", ""WiFi"", ""Parking"", ""Laundry""]",-32.227,-62.4375,"118 NH-48, Kathmandu",https://images.unsplash.com/photo-1520250497591-112f2f40a3f4?w=800
1efa17c6-c6c2-4fdb-9573-8ab4d8082f32,City Colombo Hostel,Colombo,Western Province,Sri Lanka,premium,Elegant hotel in the heart of Colombo.,6237,3.5,"[""Room Service"", ""Bar"", ""Pool"", ""Conference Hall""]",54.4091,41.2077,"341 Temple Street, Colombo",https://images.unsplash.com/photo-1582719508461-905c673771fd?w=800
e8ae8bd8-4f6d-4643-a94b-89dcb8720049,Marriott Goa Resort,Goa,Goa,India,standard,Well-appointed property in the heart of Goa.,2549,4.3,"[""Laundry"", ""WiFi"", ""Restaurant"", ""TV"", ""Parking"", ""AC"", ""Room Service""]",30.2464,78.0925,"223 Beach Road, Goa",https://images.unsplash.com/photo-1445019980597-93fa8acb246c?w=800
d690831a-6f5b-4815-b935-e9a714b69544,Value Hotel Delhi,Delhi,Delhi,India,budget,Comfortable property in the heart of Delhi.,1412,3.6,"[""WiFi"", ""Hot Water"", ""TV"", ""Reception 24x7""]",21.0619,70.9139,"294 MG Road, Delhi",https://images.unsplash.com/photo-1445019980597-93fa8acb246c?w=800
48c91caa-3518-4eb2-a604-441df0aa6f07,The Royal Pune,Pune,Maharashtra,India,luxury,Luxurious hotel in the heart of Pune.,69963,3.9,"[""Private Beach"", ""Spa"", ""Kids Club"", ""Butler"", ""Yoga"", ""Helipad"", ""Gym"", ""Concierge"", ""Fine Dining""]",27.7565,92.6139,"179 Main Road, Pune",https://images.unsplash.com/photo-1571003123894-1f0594d2b5d9?w=800
41c2aa85-f082-47e4-a60d-0ee6de723754,Budget Inn Cape Town,Cape Town,Western Cape,South Africa,budget,Comfortable resort in the heart of Cape Town.,669,3.1,"[""WiFi"", ""Hot Water"", ""AC"", ""TV"", ""Reception 24x7""]",21.2393,-89.0421,"362 Beach Road, Cape Town",https://images.unsplash.com/photo-1582719508461-905c673771fd?w=800
1cb5d497-c745-4b23-a9c5-13eef5140590,Star Paris Retreat,Paris,Ile-de-France,France,standard,Well-appointed hotel in the heart of Paris.,2669,4.9,"[""Restaurant"", ""Laundry"", ""WiFi"", ""TV"", ""Room Service"", ""AC"", ""Parking""]",-19.6085,116.9939,"311 Main Road, Paris",https://images.unsplash.com/photo-1611892440504-42a792e24d32?w=800
d2261d54-889a-418c-a13f-62453966b777,Comfort Palace Goa,Goa,Goa,India,budget,Comfortable property in the heart of Goa.,962,3.8,"[""WiFi"", ""AC"", ""Hot Water"", ""TV""]",10.7827,78.0532,"333 Main Road, Goa",https://images.unsplash.com/photo-1445019980597-93fa8acb246c?w=800
f1fe3669-0569-43ef-8833-4d5d7b709d24,Economy Lodge Chennai,Chennai,Tamil Nadu,India,budget,Comfortable resort in the heart of Chennai.,992,4.9,"[""AC"", ""Reception 24x7"", ""WiFi"", ""Hot Water"", ""TV""]",9.5368,75.478,"30 Temple Street, Chennai",https://images.unsplash.com/photo-1611892440504-42a792e24d32?w=800
4e567e0e-98d0-4270-93f3-97820b0680e6,Pearl Delhi Beach Resort,Delhi,Delhi,India,premium,Elegant resort in the heart of Delhi.,11122,4.1,"[""Restaurant"", ""Spa"", ""Gym""]",11.8383,75.3642,"385 Temple Street, Delhi",https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?w=800
d3e29797-43ec-47ed-bd4b-ff56d315519b,Comfort Homestay Udaipur,Udaipur,Rajasthan,India,budget,Comfortable resort in the heart of Udaipur.,1138,4.4,"[""AC"", ""Hot Water"", ""Reception 24x7"", ""TV"", ""WiFi""]",22.548,87.4432,"214 MG Road, Udaipur",https://images.unsplash.com/photo-1611892440504-42a792e24d32?w=800
0d5d73d8-fc1b-440a-b9f1-e474b21181b1,Comfort Palace Cape Town,Cape Town,Western Cape,South Africa,budget,Comfortable property in the heart of Cape Town.,1175,4.2,"[""Reception 24x7"", ""Hot Water"", ""AC"", ""TV""]",4.9073,-63.5557,"141 Temple Street, Cape Town",https://images.unsplash.com/photo-1520250497591-112f2f40a3f4?w=800
5bc88c28-d05a-4fe4-a032-06fa631bbfaf,Holiday Muscat Palace,Muscat,Muscat,Oman,standard,Well-appointed hotel in the heart of Muscat.,2615,3.6,"[""TV"", ""Laundry"", ""WiFi"", ""Room Service""]",-28.3105,99.2623,"400 Main Road, Muscat",https://images.unsplash.com/photo-1445019980597-93fa8acb246c?w=800
63ffcfe9-c40e-49ef-8aed-88e861212e03,City Ooty Cliff Resort,Ooty,Tamil Nadu,India,standard,Well-appointed property in the heart of Ooty.,2461,5.0,"[""Laundry"", ""TV"", ""Restaurant"", ""Room Service"", ""WiFi""]",25.3798,79.01,"27 Temple Street, Ooty",https://images.unsplash.com/photo-1582719508461-905c673771fd?w=800
ac0ce541-b1a1-43bf-91df-844373d6e6a5,Economy Suites Bangalore,Bangalore,Karnataka,India,budget,Comfortable hotel in the heart of Bangalore.,406,3.6,"[""Reception 24x7"", ""WiFi"", ""TV"", ""Hot Water""]",19.7236,90.3967,"416 Beach Road, Bangalore",https://images.unsplash.com/photo-1571003123894-1f0594d2b5d9?w=800
4dc7ccbf-d180-4092-8ab4-7b39efdc4037,Marriott Udaipur Resort,Udaipur,Rajasthan,India,standard,Well-appointed property in the heart of Udaipur.,2852,4.2,"[""TV"", ""AC"", ""Room Service"", ""Parking"", ""Laundry"", ""Restaurant""]",12.6124,88.5207,"67 Beach Road, Udaipur",https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800
aca0d6d1-f953-4d7e-92d3-eaab0f366e64,Hilton Darjeeling Boutique Hotel,Darjeeling,West Bengal,India,standard,Well-appointed resort in the heart of Darjeeling.,3773,3.8,"[""Restaurant"", ""WiFi"", ""Laundry"", ""Room Service"", ""Parking""]",12.5951,96.2833,"422 Station Road, Darjeeling",https://images.unsplash.com/photo-1571003123894-1f0594d2b5d9?w=800
f66e2f65-ab27-4e67-aee8-ccd01b065b00,White Delhi Spa Resort,Delhi,Delhi,India,standard,Well-appointed hotel in the heart of Delhi.,2707,4.5,"[""Restaurant"", ""Parking"", ""TV"", ""Room Service"", ""Laundry"", ""AC""]",23.9573,94.5001,"210 MG Road, Delhi",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
85437e12-186a-463f-a4bb-7f9000e8b145,Taj Munnar Palace,Munnar,Kerala,India,standard,Well-appointed property in the heart of Munnar.,3057,4.3,"[""AC"", ""Room Service"", ""Parking"", ""Restaurant"", ""WiFi"", ""Laundry"", ""TV""]",23.2857,79.7555,"3 MG Road, Munnar",https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?w=800
739dd34f-b9e4-4e79-902a-0cc368f24227,City Delhi Inn,Delhi,Delhi,India,standard,Well-appointed hotel in the heart of Delhi.,2173,3.5,"[""Laundry"", ""Parking"", ""AC"", ""Room Service"", ""Restaurant"", ""WiFi""]",21.4556,90.795,"276 Main Road, Delhi",https://images.unsplash.com/photo-1496417263034-38ec4f0b665a?w=800
2bfa45b3-2c50-40ef-9127-b83b25688179,Comfort Resort Agra,Agra,Uttar Pradesh,India,budget,Comfortable property in the heart of Agra.,889,3.0,"[""WiFi"", ""Hot Water"", ""TV"", ""Reception 24x7""]",18.2863,81.4125,"277 MG Road, Agra",https://images.unsplash.com/photo-1496417263034-38ec4f0b665a?w=800
34384013-60ca-4d3c-b082-619b86a57faa,Value Lodge Sydney,Sydney,New South Wales,Australia,budget,Comfortable property in the heart of Sydney.,732,3.7,"[""TV"", ""AC"", ""WiFi""]",-12.0523,-7.6049,"135 Station Road, Sydney",https://images.unsplash.com/photo-1520250497591-112f2f40a3f4?w=800
522f6806-5e91-4fa5-91bf-abea33fc69a0,The Andaman Resort,Andaman,Andaman,India,standard,Well-appointed property in the heart of Andaman.,5053,3.7,"[""Restaurant"", ""WiFi"", ""AC"", ""Room Service"", ""Laundry"", ""TV"", ""Parking""]",8.5821,86.0456,"366 Main Road, Andaman",https://images.unsplash.com/photo-1611892440504-42a792e24d32?w=800
55bb1182-9cad-467e-8bb1-46482f40b6c7,The Royal Delhi,Delhi,Delhi,India,luxury,Luxurious property in the heart of Delhi.,46340,4.0,"[""Yoga"", ""Kids Club"", ""Bar"", ""Business Center"", ""Concierge"", ""Spa"", ""Private Beach"", ""Infinity Pool"", ""WiFi"", ""Fine Dining"", ""Helipad"", ""Butler"", ""Airport Transfer"", ""Gym""]",26.8233,79.915,"330 Station Road, Delhi",https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?w=800
943164ed-efac-4263-b538-030b60d08e2b,Sea View Alleppey Cliff Resort,Alleppey,Kerala,India,premium,Elegant resort in the heart of Alleppey.,13939,4.3,"[""WiFi"", ""Gym"", ""Conference Hall"", ""Restaurant"", ""Spa""]",13.1867,90.9552,"243 Temple Street, Alleppey",https://images.unsplash.com/photo-1520250497591-112f2f40a3f4?w=800
06cada32-199f-41e2-ade8-87c9956a6166,Comfort Rome Villa,Rome,Lazio,Italy,standard,Well-appointed resort in the heart of Rome.,3034,3.9,"[""Restaurant"", ""Parking"", ""Room Service""]",-23.6534,27.5127,"76 Station Road, Rome",https://images.unsplash.com/photo-1520250497591-112f2f40a3f4?w=800
ae51176d-afff-4d37-9bb3-6d2ae024ce59,Budget Eco Resort Agra,Agra,Uttar Pradesh,India,budget,Comfortable property in the heart of Agra.,1378,3.3,"[""WiFi"", ""Hot Water"", ""TV"", ""AC""]",12.089,86.3403,"353 Main Road, Agra",https://images.unsplash.com/photo-1496417263034-38ec4f0b665a?w=800
c71f6c23-8808-4f87-9017-557d57bfd257,Sunset Sydney Lake Resort,Sydney,New South Wales,Australia,standard,Well-appointed property in the heart of Sydney.,4066,4.4,"[""Parking"", ""WiFi"", ""Room Service"", ""Restaurant""]",-11.327,-4.5145,"451 Beach Road, Sydney",https://images.unsplash.com/photo-1611892440504-42a792e24d32?w=800
7c131ea5-d964-4f53-b698-2f0a820ba108,Resort Mumbai Palace,Mumbai,Maharashtra,India,premium,Elegant hotel in the heart of Mumbai.,13499,4.9,"[""Parking"", ""Pool"", ""Conference Hall"", ""Bar"", ""WiFi"", ""Spa"", ""Room Service"", ""Gym""]",29.1487,72.8873,"288 Temple Street, Mumbai",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
2cf2cf23-12cb-4bf1-bc15-423621ee4d06,ITC Muscat Retreat,Muscat,Muscat,Oman,standard,Well-appointed property in the heart of Muscat.,5328,4.9,"[""Room Service"", ""WiFi"", ""Laundry"", ""Restaurant"", ""TV"", ""AC"", ""Parking""]",26.102,12.6723,"389 NH-48, Muscat",https://images.unsplash.com/photo-1551882547-ff40c63fe5fa?w=800
85c9e8f4-dd3f-4c1b-9b87-b8f7c5f60536,Comfort Cliff Resort Sydney,Sydney,New South Wales,Australia,budget,Comfortable hotel in the heart of Sydney.,1290,4.8,"[""WiFi"", ""AC"", ""Hot Water""]",3.1873,19.2719,"404 Main Road, Sydney",https://images.unsplash.com/photo-1445019980597-93fa8acb246c?w=800
72233140-d903-4545-ad34-faa3382c1c16,Ocean Agra Eco Resort,Agra,Uttar Pradesh,India,standard,Well-appointed property in the heart of Agra.,4113,3.7,"[""AC"", ""Laundry"", ""WiFi""]",20.2898,83.024,"137 MG Road, Agra",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
f14c6d6c-df35-4657-82cf-da88d64a7046,Comfort Resort Amritsar,Amritsar,Punjab,India,budget,Comfortable resort in the heart of Amritsar.,517,4.9,"[""Hot Water"", ""AC"", ""TV"", ""WiFi"", ""Reception 24x7""]",23.3345,77.7675,"410 MG Road, Amritsar",https://images.unsplash.com/photo-1611892440504-42a792e24d32?w=800
a70d63c7-64c3-4fc9-a391-e06e8e630ead,Palace Singapore Eco Resort,Singapore,Singapore,Singapore,standard,Well-appointed resort in the heart of Singapore.,2631,4.1,"[""AC"", ""Restaurant"", ""WiFi"", ""Laundry"", ""Room Service""]",24.14,125.3589,"326 Beach Road, Singapore",https://images.unsplash.com/photo-1551882547-ff40c63fe5fa?w=800
4b9e106e-5f1e-4fd0-8905-07dd04adf615,Comfort Inn Tokyo,Tokyo,Tokyo,Japan,budget,Comfortable hotel in the heart of Tokyo.,968,3.2,"[""Reception 24x7"", ""WiFi"", ""TV""]",21.2142,81.6657,"478 Temple Street, Tokyo",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
c7ff21a7-94ef-47d9-a1a5-dba5b1dab324,The Oberoi Phuket,Phuket,Phuket,Thailand,luxury,Luxurious resort in the heart of Phuket.,43388,4.8,"[""Gym"", ""Spa"", ""Bar"", ""Airport Transfer""]",-40.1365,-10.7467,"157 NH-48, Phuket",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
4a0b02da-1c29-432a-b4aa-b61d11884d2f,Economy Lake Resort Kerala,Kerala,Kerala,India,budget,Comfortable hotel in the heart of Kerala.,1342,4.4,"[""Reception 24x7"", ""TV"", ""AC"", ""Hot Water"", ""WiFi""]",18.8787,90.8281,"111 Beach Road, Kerala",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
53a286df-a8aa-4ed2-b714-5708e48bcf7c,Hotel Jaipur Retreat,Jaipur,Rajasthan,India,standard,Well-appointed property in the heart of Jaipur.,2749,4.2,"[""Restaurant"", ""Laundry"", ""WiFi"", ""Parking"", ""Room Service""]",22.6129,94.4781,"459 Main Road, Jaipur",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
70b9a0a2-18bc-4e02-b0cd-18365b41af5b,Crown Varanasi Guesthouse,Varanasi,Uttar Pradesh,India,standard,Well-appointed hotel in the heart of Varanasi.,3147,4.5,"[""Restaurant"", ""Room Service"", ""Parking"", ""Laundry""]",25.0881,90.8653,"52 Main Road, Varanasi",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
f690014b-60fe-476d-998d-d13722a7d74c,Value Boutique Hotel Tokyo,Tokyo,Tokyo,Japan,budget,Comfortable hotel in the heart of Tokyo.,1045,3.7,"[""TV"", ""WiFi"", ""Reception 24x7""]",32.5667,76.4539,"40 NH-48, Tokyo",https://images.unsplash.com/photo-1496417263034-38ec4f0b665a?w=800
d3f9e99b-749d-4070-ab58-41925e97e0d6,Value Residency Tokyo,Tokyo,Tokyo,Japan,budget,Comfortable resort in the heart of Tokyo.,1065,3.1,"[""Hot Water"", ""Reception 24x7"", ""AC"", ""TV"", ""WiFi""]",-26.1588,150.1689,"20 Temple Street, Tokyo",https://images.unsplash.com/photo-1618773928121-c32242e63f39?w=800
2c9fbccd-9327-43be-9411-2e2719e302ab,Royal New York Eco Resort,New York,New York,USA,standard,Well-appointed hotel in the heart of New York.,4127,4.1,"[""Laundry"", ""Restaurant"", ""TV"", ""AC"", ""Room Service"", ""WiFi"", ""Parking""]",31.1172,-8.3312,"395 Station Road, New York",https://images.unsplash.com/photo-1582719508461-905c673771fd?w=800
286d0cdb-95cb-4d12-bc6f-8c346850a656,Comfort Heritage Hotel Paris,Paris,Ile-de-France,France,budget,Comfortable hotel in the heart of Paris.,1732,4.0,"[""Reception 24x7"", ""Hot Water"", ""TV"", ""WiFi""]",29.0938,77.4591,"99 Beach Road, Paris",https://images.unsplash.com/photo-1571003123894-1f0594d2b5d9?w=800
0b53d2e5-1f20-4546-bcfb-d4a9878db4b6,Economy Lake Resort New York,New York,New York,USA,budget,Comfortable resort in the heart of New York.,1825,4.2,"[""Hot Water"", ""WiFi"", ""AC"", ""TV""]",26.6779,108.1912,"119 Main Road, New York",https://images.unsplash.com/photo-1496417263034-38ec4f0b665a?w=800
536bcb49-f57b-42e7-a441-f8a9322085c6,Value Resort Mysore,Mysore,Karnataka,India,budget,Comfortable resort in the heart of Mysore.,913,3.2,"[""TV"", ""Reception 24x7"", ""Hot Water"", ""AC"", ""WiFi""]",26.7111,89.5924,"70 Station Road, Mysore",https://images.unsplash.com/photo-1551882547-ff40c63fe5fa?w=800
a69e72af-56fd-4849-8f27-d07e506d9220,Pearl Jaipur Lodge,Jaipur,Rajasthan,India,premium,Elegant hotel in the heart of Jaipur.,8088,4.2,"[""Bar"", ""Conference Hall"", ""Restaurant"", ""Gym"", ""Pool"", ""Spa"", ""Room Service""]",27.0216,90.1931,"226 Main Road, Jaipur",https://images.unsplash.com/photo-1551882547-ff40c63fe5fa?w=800
62e92c14-b0b4-4f55-9e65-a3ba41159d1c,Hotel Paris Residency,Paris,Ile-de-France,France,premium,Elegant hotel in the heart of Paris.,11674,4.3,"[""WiFi"", ""Gym"", ""Restaurant"", ""Spa"", ""Pool"", ""Room Service"", ""Parking"", ""Conference Hall"", ""Bar""]",12.1031,146.2572,"193 Main Road, Paris",https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?w=800
