id,place_name,city,state,country,category,description,estimated_cost,crowd_level,best_time_to_visit,traveler_type,latitude,longitude,image_url
47dd5550-b5d5-40a5-a2de-1a32e83b43c0,Hidden Pass near Kodaikanal,Kodaikanal,Tamil Nadu,India,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,0,medium,Sunrise,"friends,backpacker,couple",29.8751,89.4289,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
9fe64a6d-a0dd-4ffa-9f66-f0932720b258,The Lost Stepwell of Essaouira,Essaouira,Morocco,Italy,historical,A forgotten historical site with rich stories and minimal crowds.,300,medium,Apr–Jun,solo,58.3709,40.4377,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
147ea0bf-2070-4740-b9b4-58d8933d0cc7,Matera Panorama Point,Matera,Italy,Spain,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,200,medium,Apr–Jun,friends,-27.7484,144.3186,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
3f2d9d42-d1db-46c2-90f5-be4601490159,The Wild Camp at Chikmagalur,Chikmagalur,Karnataka,India,adventure,A hidden adventure spot offering thrills without the tourist rush.,1000,low,Oct–Mar,"friends,solo",28.827,70.9083,https://images.unsplash.com/photo-1564769625905-50e93615e769?w=800
3e72f4b3-bd33-49a4-94f9-7dcdc91da93c,Ancient Ruins near Varanasi,Varanasi,Uttar Pradesh,India,historical,A forgotten historical site with rich stories and minimal crowds.,400,low,Oct–Mar,"solo,friends,couple",28.4064,84.8045,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
04eb5353-0359-47e4-ab52-99b68ca487c0,Misty Falls of Sintra,Sintra,Portugal,Portugal,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",1000,medium,Monsoon,"family,backpacker",2.5305,40.8166,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
0eff9d1c-f573-4e47-8fa4-4508fc7852e1,Hidden Viewpoint at Alleppey,Alleppey,Kerala,India,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,300,medium,Early Morning,couple,30.8364,85.1157,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
8df332d9-da7b-4e7a-a48a-ccd6cfb299dc,Untouched Sands of Chefchaouen,Chefchaouen,Morocco,France,beach,"A secluded beach hidden from mainstream tourists — crystal waters, untouched sands, and peaceful surroundings.",0,low,Apr–Jun,"solo,couple,friends",58.0863,-74.5826,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
fe693fdb-2d91-4d62-a1a1-ef17acc9084a,Hidden Pass near Gokarna,Gokarna,Karnataka,India,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,500,low,Monsoon,"couple,solo",34.0009,92.0057,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
6ea26662-32ea-4562-afc1-5e55f9291434,Civita di Bagnoregio Valley Trek,Civita di Bagnoregio,Italy,Vietnam,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,50,medium,Year-round,"backpacker,friends,couple",8.9075,-54.5536,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
c25d8af5-2eea-4036-af48-cf6bacc485a7,Kasol Rooftop Cafe,Kasol,Himachal Pradesh,India,cafe,"A charming tucked-away cafe loved by locals — great coffee, food, and ambiance.",1500,low,Apr–Jun,"friends,couple,family",23.3677,86.4071,https://images.unsplash.com/photo-1501339847302-ac426a4a7cbb?w=800
9585cbfb-b7b0-45f6-8c8c-a9a0fe891258,Jungle Waterfall near Kasol,Kasol,Himachal Pradesh,India,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",2000,medium,Jul–Sep,"family,solo",27.8374,90.6936,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
253a5159-8251-4539-a249-cdead1e62b39,Forgotten Fort of Kasol,Kasol,Himachal Pradesh,India,historical,A forgotten historical site with rich stories and minimal crowds.,400,low,Oct–Mar,"friends,backpacker,couple",9.2335,93.6966,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
7f254106-6afe-4de2-9e16-8260442625e4,Alleppey Sacred Grove,Alleppey,Kerala,India,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",50,medium,Year-round,"solo,couple",33.1374,79.6757,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
9954aaf7-07d2-4650-89ed-c54c23ec66ff,The Lost Lake near Ghent,Ghent,Belgium,Italy,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",2000,low,Sunset,"couple,solo,family",-43.9418,-33.7189,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
94f863ad-7a90-4198-ad1a-5b9dfcd1cf8d,The Wild Camp at Badami,Badami,Karnataka,India,adventure,A hidden adventure spot offering thrills without the tourist rush.,500,low,Apr–Jun,couple,32.8303,81.4954,https://images.unsplash.com/photo-1564769625905-50e93615e769?w=800
af440daf-6dc4-4d7b-aee6-ba451f9aaffa,Gangtok Sunrise Point,Gangtok,Sikkim,India,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,1000,low,Sunrise,"couple,solo",9.4962,85.2027,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
5fcd7e25-8241-4d3d-b2c4-0324bce702e0,Visakhapatnam Secret Beach,Visakhapatnam,Andhra Pradesh,India,beach,"A secluded beach hidden from mainstream tourists — crystal waters, untouched sands, and peaceful surroundings.",100,low,Apr–Jun,backpacker,11.1262,76.8771,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
c98520dc-031b-488b-8472-6a62e76d81e9,The Secret Waterfall near Plovdiv,Plovdiv,Bulgaria,Italy,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",50,low,Oct–Mar,"solo,friends",-33.4158,147.3495,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
797bfc5a-f3de-460a-aa74-89099a31d82e,Offbeat Kayaking in Shimla,Shimla,Himachal Pradesh,India,adventure,A hidden adventure spot offering thrills without the tourist rush.,50,medium,Jul–Sep,"friends,solo",27.2441,84.6208,https://images.unsplash.com/photo-1564769625905-50e93615e769?w=800
cf5870ef-0dda-4051-ac55-11a607437f08,Enchanted Forest of Jaipur,Jaipur,Rajasthan,India,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",200,medium,Jul–Sep,"family,couple,friends",13.362,82.9441,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
2e8ef366-eec6-44b7-b0f4-4aecec245398,The Little Cafe in Chiang Rai,Chiang Rai,Thailand,Nepal,cafe,"A charming tucked-away cafe loved by locals — great coffee, food, and ambiance.",1000,low,Monsoon,"friends,family,solo",-18.6971,-103.8588,https://images.unsplash.com/photo-1501339847302-ac426a4a7cbb?w=800
1509ef35-0236-4f4c-9db1-b143dafa84b4,Secret Garden of Kotor,Kotor,Montenegro,Nepal,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",1000,low,Year-round,couple,-25.4564,-70.4197,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
aca056fb-4326-4d09-8505-4d6e07ca302c,The Wild Camp at Nashik,Nashik,Maharashtra,India,adventure,A hidden adventure spot offering thrills without the tourist rush.,200,medium,Post-Monsoon,"friends,couple,family",13.5439,89.0474,https://images.unsplash.com/photo-1564769625905-50e93615e769?w=800
1a334a1d-fcba-408b-b474-efca280ed32f,Jungle Waterfall near Tbilisi,Tbilisi,Georgia,Vietnam,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",0,medium,Early Morning,backpacker,-41.5254,79.3063,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
0aacf668-1905-4cb2-8ea3-d4c4e70139e8,Goa Secluded Shore,Goa,Goa,India,beach,"A secluded beach hidden from mainstream tourists — crystal waters, untouched sands, and peaceful surroundings.",100,low,Apr–Jun,"solo,couple,family",30.5837,91.6237,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
98229bde-0d2b-4b26-adb9-7178b27d513f,The Secret Waterfall near Delphi,Delphi,Greece,Portugal,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",1000,low,Nov–Feb,"solo,family",28.356,-36.9793,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
521dd1dd-3537-4781-ae27-f6ee308beaa1,Secret Summit Trail of Wadi Rum,Wadi Rum,Jordan,Italy,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,100,medium,Post-Monsoon,"solo,couple,friends",-12.1745,105.5191,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
82f7bb49-f2f8-4114-b41a-bc7b54ecf2cb,Misty Falls of Ninh Binh,Ninh Binh,Vietnam,Portugal,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",750,medium,Jul–Sep,"solo,family",23.5209,47.7162,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
995754cc-522b-40fb-9e53-5a97c146ef0e,Matera Valley Trek,Matera,Italy,Spain,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,750,low,Post-Monsoon,"backpacker,couple",-15.6808,42.5903,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
7d3d8e8e-35a4-45b8-8cfa-f0ce3c62bf50,The Lost Stepwell of Chikmagalur,Chikmagalur,Karnataka,India,historical,A forgotten historical site with rich stories and minimal crowds.,2000,low,Nov–Feb,family,26.3927,89.1254,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
de1bef64-8f59-454c-863d-caeca8abccf1,Untouched Sands of Delphi,Delphi,Greece,Indonesia,beach,"A secluded beach hidden from mainstream tourists — crystal waters, untouched sands, and peaceful surroundings.",2000,medium,Post-Monsoon,"friends,family,solo",-11.4677,32.1693,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
13badc7d-0dbe-483d-bb7d-dc75831f53f8,Hidden Pass near Delphi,Delphi,Greece,Morocco,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,150,medium,Early Morning,couple,35.1847,18.5752,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
7558b52c-1911-4069-829f-12047c3b44cd,Nashik Sacred Grove,Nashik,Maharashtra,India,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",750,low,Oct–Mar,solo,12.0363,74.9161,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
a880174d-cbf3-4783-a62b-0df00882a09e,Varanasi Secret Beach,Varanasi,Uttar Pradesh,India,beach,"A secluded beach hidden from mainstream tourists — crystal waters, untouched sands, and peaceful surroundings.",150,medium,Year-round,"solo,couple,friends",34.4362,90.1084,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
5e8c9b69-1136-4b0d-ba0b-0b699c8eb523,Offbeat Kayaking in Sigiriya,Sigiriya,Sri Lanka,Portugal,adventure,A hidden adventure spot offering thrills without the tourist rush.,400,medium,Post-Monsoon,"backpacker,friends,couple",52.0879,-32.1765,https://images.unsplash.com/photo-1564769625905-50e93615e769?w=800
a8a7d876-d357-4d14-8ed7-59f2869861a6,The Forgotten Lookout in Puri,Puri,Odisha,India,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,100,medium,Monsoon,"couple,family,friends",28.5781,87.9159,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
2eda6346-b027-43fc-9248-96ced95881f9,Hidden Valley of Puri,Puri,Odisha,India,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",100,medium,Sunset,"couple,backpacker",10.4031,90.8313,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
a37a9eb5-9e3a-4972-9fd4-21beaaf2c7f8,Cherrapunji Hidden Falls,Cherrapunji,Meghalaya,India,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",1500,low,Post-Monsoon,"solo,couple,backpacker",21.4009,85.0587,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
b3213414-d991-4cbb-85b5-28320863d809,Wadi Rum Hidden Falls,Wadi Rum,Jordan,Morocco,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",0,medium,Jul–Sep,"couple,solo,family",12.6795,-91.7774,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
8ff9f965-1a75-4e1b-8da9-dff99b4ea463,Hidden Rappelling at Manali,Manali,Himachal Pradesh,India,adventure,A hidden adventure spot offering thrills without the tourist rush.,750,low,Sunset,family,12.8643,96.8216,https://images.unsplash.com/photo-1564769625905-50e93615e769?w=800
4d8be411-8540-4efa-9795-accc2c8984dd,Hidden Pass near Queenstown,Queenstown,New Zealand,France,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,750,low,Early Morning,"solo,family",35.2422,46.606,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
73a9cd74-5867-4de9-b92a-d6a39dc800bc,Swakopmund Rooftop Cafe,Swakopmund,Namibia,Italy,cafe,"A charming tucked-away cafe loved by locals — great coffee, food, and ambiance.",50,low,Early Morning,"couple,backpacker",-35.8193,26.2916,https://images.unsplash.com/photo-1501339847302-ac426a4a7cbb?w=800
891f0b86-e68f-4565-b3c2-02f03b8f3047,The Forgotten Lookout in Luang Prabang,Luang Prabang,Laos,Australia,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,200,medium,Oct–Mar,family,-2.9054,123.3625,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
53b2919d-a772-4e2a-bcf2-73994a902172,Enchanted Forest of Wadi Rum,Wadi Rum,Jordan,Italy,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",1000,low,Monsoon,family,8.9824,77.3849,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
f8a744eb-8f65-4e1e-83b3-9478876d537e,Ninh Binh Sacred Grove,Ninh Binh,Vietnam,Greece,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",200,medium,Oct–Mar,"backpacker,couple,solo",-14.0585,90.4977,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
6e17803e-c794-4e67-9e97-4a6e8b6eaf77,Misty Falls of Coorg,Coorg,Karnataka,India,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",1500,low,Nov–Feb,"friends,backpacker",19.4902,92.9736,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
70ec7e44-52e3-455c-8d40-f50a03a14344,The Secret Waterfall near Jaipur,Jaipur,Rajasthan,India,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",200,medium,Year-round,"backpacker,couple",16.5341,79.3607,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
8f46d981-6c4d-4f3a-a893-6ab37d4bc750,Hidden Valley of Kodaikanal,Kodaikanal,Tamil Nadu,India,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",750,low,Post-Monsoon,"friends,couple,solo",31.2975,82.3086,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
3262af50-8866-4444-af09-f1f9d4a7c2cb,Misty Falls of Chefchaouen,Chefchaouen,Morocco,Greece,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",1000,medium,Nov–Feb,"solo,backpacker,family",28.2184,107.0169,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
c9b14f54-f51b-4b2a-9f99-daa1b1b31ea2,The Bohemian Cup in Tbilisi,Tbilisi,Georgia,Vietnam,cafe,"A charming tucked-away cafe loved by locals — great coffee, food, and ambiance.",200,medium,Nov–Feb,"solo,friends,family",-37.4858,84.9416,https://images.unsplash.com/photo-1501339847302-ac426a4a7cbb?w=800
4ac0be70-4bb0-4cb3-a683-8e4bfea2bef1,Hidden Viewpoint at Matera,Matera,Italy,New Zealand,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,1500,low,Early Morning,friends,35.7276,132.8329,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
2e1f5d14-9c31-48a1-8898-81d48072083f,The Forgotten Lookout in Coorg,Coorg,Karnataka,India,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,300,medium,Post-Monsoon,couple,13.2506,87.5488,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
da6cfe72-c963-4acd-8d41-3f934c7397a1,Secret Vista of Varanasi,Varanasi,Uttar Pradesh,India,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,300,medium,Oct–Mar,"friends,family,backpacker",21.9703,83.3751,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
b360f93a-2918-47d9-a381-23e4662a4a0c,Leh Cliff Jump,Leh,Ladakh,India,adventure,A hidden adventure spot offering thrills without the tourist rush.,100,low,Oct–Mar,"backpacker,solo",16.8836,79.8639,https://images.unsplash.com/photo-1564769625905-50e93615e769?w=800
2dddb877-6c2c-421c-b1ce-953f2f22634e,Hidden Pass near Lonavala,Lonavala,Maharashtra,India,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,750,medium,Early Morning,"solo,family,friends",14.604,83.1065,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
f92ce296-e96a-4517-a6f8-55eceb902bf7,Swakopmund Sacred Grove,Swakopmund,Namibia,Italy,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",100,medium,Post-Monsoon,friends,4.549,129.7279,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
1bdac699-6fc1-4ac8-908c-2f2bfcf83ab5,Offbeat Trek to Canggu,Canggu,Bali,France,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,0,medium,Sunrise,"couple,family,solo",27.6589,-87.5528,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
c21b08d9-9e8b-45d9-8f04-3f42f0b20c8b,Secret Summit Trail of Munnar,Munnar,Kerala,India,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,1000,medium,Nov–Feb,friends,15.8467,68.2409,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
f8b9dc14-e77d-42be-97cf-9dcfd46ad0cd,Forgotten Fort of Sintra,Sintra,Portugal,Sri Lanka,historical,A forgotten historical site with rich stories and minimal crowds.,400,medium,Jul–Sep,"friends,solo",29.6261,-59.1204,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
39a365ac-8ec9-4c1f-a8ea-fcfaa1eb0bc1,Hidden Temple in Jodhpur,Jodhpur,Rajasthan,India,historical,A forgotten historical site with rich stories and minimal crowds.,750,low,Post-Monsoon,backpacker,33.1083,90.3142,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
671ee3e2-2d46-41b9-8149-f4b6b333a7dc,Hidden Brew of Visakhapatnam,Visakhapatnam,Andhra Pradesh,India,cafe,"A charming tucked-away cafe loved by locals — great coffee, food, and ambiance.",0,low,Nov–Feb,backpacker,31.3086,94.0814,https://images.unsplash.com/photo-1501339847302-ac426a4a7cbb?w=800
c08ec716-43be-44f5-ac9e-9ddc847f0f97,Secret Summit Trail of Chiang Rai,Chiang Rai,Thailand,Australia,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,1500,medium,Jul–Sep,"solo,couple",10.7829,108.6177,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
3925b533-a6a7-4b78-9638-eb1879f75e2e,The Secret Waterfall near Sintra,Sintra,Portugal,Greece,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",150,low,Monsoon,"family,friends",52.43,-109.5642,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
9e3caf26-7851-44bd-8e34-c9fde5cf8666,Kotor Cliff Jump,Kotor,Montenegro,Greece,adventure,A hidden adventure spot offering thrills without the tourist rush.,1500,low,Jul–Sep,"solo,friends,couple",-9.903,159.9026,https://images.unsplash.com/photo-1564769625905-50e93615e769?w=800
5fd9addf-3c97-416a-aede-d99240a4831e,Secret Summit Trail of Andaman,Andaman,Andaman,India,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,500,low,Sunset,"family,backpacker",9.8649,89.9331,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
77da7c98-7635-4036-8620-869f370b9d03,The Forgotten Lookout in Swakopmund,Swakopmund,Namibia,Australia,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,150,medium,Sunrise,"solo,friends,family",19.6791,101.9549,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
4173eb21-0a33-4a0e-849e-45b1f3705460,Secret Garden of Chefchaouen,Chefchaouen,Morocco,Morocco,nature,"A pristine natural spot rarely visited — pure air, lush greenery, and tranquility.",1000,medium,Year-round,friends,31.1807,49.8038,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
b01d942c-c332-42b8-9f13-2d9cabfb94cd,Hidden Viewpoint at Andaman,Andaman,Andaman,India,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,750,low,Monsoon,"couple,solo",20.6183,89.7505,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
49bb747b-ec23-4351-ab22-a65c96c6b68d,Hidden Cove of Ooty,Ooty,Tamil Nadu,India,beach,"A secluded beach hidden from mainstream tourists — crystal waters, untouched sands, and peaceful surroundings.",750,medium,Monsoon,"solo,family",18.6048,74.1436,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
45bba8aa-efeb-400e-8e4a-3e1f43d8c185,Secret Garden Cafe near Sigiriya,Sigiriya,Sri Lanka,Jordan,cafe,"A charming tucked-away cafe loved by locals — great coffee, food, and ambiance.",300,medium,Apr–Jun,"couple,friends,solo",12.1807,73.4167,https://images.unsplash.com/photo-1501339847302-ac426a4a7cbb?w=800
ea0d7fcf-762c-4939-a8c3-df0b7c7dd880,Wayanad Sunrise Point,Wayanad,Kerala,India,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,0,low,Monsoon,family,13.3896,89.948,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
55fc88a1-0298-4022-bf6e-a9af671d8f53,The Bohemian Cup in Tbilisi,Tbilisi,Georgia,Sri Lanka,cafe,"A charming tucked-away cafe loved by locals — great coffee, food, and ambiance.",500,medium,Oct–Mar,"solo,backpacker",65.0483,12.8217,https://images.unsplash.com/photo-1501339847302-ac426a4a7cbb?w=800
09e7fa1b-8e2e-4006-a8da-7808dffb1b3f,Hidden Viewpoint at Matera,Matera,Italy,Morocco,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,300,low,Year-round,"solo,backpacker",-41.1828,0.6216,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
0527962f-81b5-4b31-a95e-124a47df4bd3,Hidden Rappelling at Shillong,Shillong,Meghalaya,India,adventure,A hidden adventure spot offering thrills without the tourist rush.,1000,low,Sunset,"solo,couple,family",11.4903,93.5369,https://images.unsplash.com/photo-1564769625905-50e93615e769?w=800
e3f3e20e-d9ac-438f-a6b2-0e2b2fe356ff,Matera Ridge Trail,Matera,Italy,Australia,trek,An offbeat trekking trail offering panoramic views with very few other hikers.,200,medium,Oct–Mar,"friends,backpacker",49.5077,128.7959,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
ba249108-e4f6-4738-bc4e-e318c817448d,Untouched Sands of Kampot,Kampot,Cambodia,France,beach,"A secluded beach hidden from mainstream tourists — crystal waters, untouched sands, and peaceful surroundings.",300,medium,Early Morning,couple,54.2399,32.0572,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
6006e27b-be1e-4e0c-849b-47fd80a19f09,The Secret Waterfall near Pune,Pune,Maharashtra,India,waterfall,"A stunning hidden waterfall tucked deep in the forest, accessible via a short trek.",750,medium,Sunset,solo,22.3722,77.9621,https://images.unsplash.com/photo-1433086966358-54859d0ed716?w=800
1e4ec2e2-1d24-4d8e-b7a6-70a3bcc05fc6,Hidden Viewpoint at Wadi Rum,Wadi Rum,Jordan,Greece,viewpoint,A hidden hilltop viewpoint offering breathtaking panoramic vistas most tourists miss.,200,low,Nov–Feb,"backpacker,couple,solo",19.6179,-97.0107,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
253e77cb-a83c-46e8-b000-258f7bf843ca,The Little Cafe in Varanasi,Varanasi,Uttar Pradesh,India,cafe,"A charming tucked-away cafe loved by locals — great coffee, food, and ambiance.",0,medium,Nov–Feb,couple,14.1557,71.7002,https://images.unsplash.com/photo-1501339847302-ac426a4a7cbb?w=800
