id,agency_name,package_name,destination,country,duration_days,price,rating,package_type,inclusions,exclusions,description
4a6c012b-2752-40b1-9576-e50dc9b6cddf,Globe Trotter,Morocco Escape Package,Morocco,Morocco,7,32508,3.7,standard,"[""Return Flights"", ""Cultural Show"", ""Safari"", ""Ayurveda Package"", ""All Meals"", ""Local Transport"", ""Adventure Activities"", ""Sightseeing"", ""Photography Session""]","[""Optional Activities"", ""Travel Insurance"", ""Laundry"", ""Gratuities"", ""Porterage"", ""Personal Expenses""]",Experience the best of Morocco with this standard 7-day package. Ideal for families and couples.
6cf37c7a-82b6-4750-a4b0-45bf22d4af53,Eco Voyages,Thailand Premium 8N/9D,Thailand,Thailand,8,55899,3.8,premium,"[""Safari"", ""Photography Session"", ""Travel Insurance"", ""Adventure Activities"", ""Ayurveda Package"", ""Snorkelling Kit"", ""Houseboat Night"", ""Visa Assistance"", ""Cooking Class""]","[""Extra Meals"", ""Laundry"", ""Camera Fee""]",Experience the best of Thailand with this premium 8-day package. Premium experiences included.
29a10389-d4fe-4c35-97f6-6a1e8be47c8a,Coastal Cruises,Rajasthan Trip,Rajasthan,India,2,10468,4.3,budget,"[""Breakfast"", ""Ski Pass"", ""Houseboat Night"", ""Local Transport"", ""Ayurveda Package"", ""Photography Session"", ""Return Flights"", ""Airport Transfer""]","[""Travel Insurance"", ""Optional Activities"", ""Gratuities"", ""Phone Calls"", ""Visa Fee""]",Experience the best of Rajasthan with this budget 2-day package. Perfect for budget travelers.
01c69a8b-b6a1-4294-a434-3f30328ec7d9,Temple Trails,Magical Canada 7 Days,Canada,Canada,7,23408,4.8,standard,"[""Hotel Stay"", ""Ski Pass"", ""Breakfast"", ""Airport Transfer"", ""Cycle Rental"", ""Photography Session"", ""Cruise"", ""Guided Tour""]","[""Extra Meals"", ""Optional Activities"", ""Alcohol"", ""Laundry"", ""Porterage""]",Experience the best of Canada with this standard 7-day package. Ideal for families and couples.
16a991b1-5bb6-4e9d-b224-8b5b4b238c98,Royal Rajasthan Tours,Sikkim Adventure Package,Sikkim,India,4,4401,3.8,budget,"[""Photography Session"", ""Entry Tickets"", ""Sightseeing"", ""Snorkelling Kit"", ""Safari"", ""Airport Transfer"", ""Guided Tour"", ""Spa Session"", ""Travel Insurance"", ""Breakfast""]","[""Visa Fee"", ""Extra Meals"", ""Mineral Water"", ""Alcohol"", ""Gratuities"", ""Porterage""]",Experience the best of Sikkim with this budget 4-day package. Perfect for budget travelers.
5955c4ff-12ff-4d64-9100-43d436b11483,Cultural Trails,9 Days in Rajasthan,Rajasthan,India,9,67968,4.2,premium,"[""Hotel Stay"", ""Return Flights"", ""Cooking Class"", ""Camping Gear"", ""Photography Session"", ""Safari"", ""Houseboat Night""]","[""Porterage"", ""Laundry"", ""Visa Fee"", ""Tips""]",Experience the best of Rajasthan with this premium 9-day package. Premium experiences included.
ef4d5d97-337b-4899-b015-2cbb05d9d148,Couple Retreats,Sri Lanka Quick Getaway,Sri Lanka,Sri Lanka,4,32458,4.3,standard,"[""Entry Tickets"", ""Desert Camp"", ""Ayurveda Package"", ""Spa Session"", ""Airport Transfer"", ""Bonfire Evening"", ""Snorkelling Kit"", ""Breakfast"", ""Local Transport""]","[""Gratuities"", ""Tips"", ""Camera Fee"", ""Alcohol"", ""Travel Insurance"", ""Optional Activities""]",Experience the best of Sri Lanka with this standard 4-day package. Ideal for families and couples.
614fcae1-8300-4d2b-b885-eceecf2cdebd,Temple Trails,Magical East India 3 Days,East India,India,3,4723,3.6,budget,"[""Ayurveda Package"", ""Hotel Stay"", ""Travel Insurance"", ""Sightseeing"", ""Adventure Activities"", ""Return Flights""]","[""Personal Expenses"", ""Camera Fee"", ""Extra Meals"", ""Porterage"", ""Mineral Water"", ""Alcohol""]",Experience the best of East India with this budget 3-day package. Perfect for budget travelers.
74c31790-e54c-4ae8-bb29-08869ace6bff,SunSea Holidays,Discover South India 7N,South India,India,7,64881,4.0,premium,"[""Guided Tour"", ""Safari"", ""Return Flights"", ""Sightseeing"", ""Ski Pass"", ""Travel Insurance""]","[""Porterage"", ""Personal Expenses"", ""Phone Calls"", ""Laundry"", ""Camera Fee"", ""Extra Meals""]",Experience the best of South India with this premium 7-day package. Premium experiences included.
c9406cb0-a9ff-407f-8e11-1a6146f44e2b,Globe Trotter,Magical USA 20 Days,USA,USA,20,255068,3.9,luxury,"[""Entry Tickets"", ""Breakfast"", ""Airport Transfer"", ""Adventure Activities"", ""Snorkelling Kit"", ""Sightseeing"", ""Ski Pass"", ""Local Transport""]","[""Optional Activities"", ""Mineral Water"", ""Extra Meals"", ""Visa Fee"", ""Gratuities"", ""Travel Insurance""]",Experience the best of USA with this luxury 20-day package. Ultimate luxury experience.
2c551128-71e5-4183-8225-ec6862836c21,Island Hoppers,Jaipur Bliss Package,Jaipur,India,9,150139,3.6,luxury,"[""Return Flights"", ""Snorkelling Kit"", ""Hotel Stay"", ""Ayurveda Package"", ""Airport Transfer"", ""Sightseeing"", ""Breakfast"", ""Safari"", ""Camping Gear""]","[""Porterage"", ""Mineral Water"", ""Travel Insurance"", ""Tips""]",Experience the best of Jaipur with this luxury 9-day package. Ultimate luxury experience.
fcf42764-9fc5-4fb5-acee-63cc2e7d46f3,Sacred Journeys,Discover Meghalaya 4N,Meghalaya,India,4,30257,4.3,standard,"[""Photography Session"", ""Travel Insurance"", ""Cruise"", ""Houseboat Night"", ""Bonfire Evening"", ""Visa Assistance"", ""Hotel Stay"", ""Entry Tickets"", ""Cultural Show""]","[""Tips"", ""Gratuities"", ""Travel Insurance"", ""Alcohol"", ""Phone Calls""]",Experience the best of Meghalaya with this standard 4-day package. Ideal for families and couples.
1cb1bdf2-93d2-46fd-91bf-b9c953d06880,Mountain Magic,Varanasi Adventure Package,Varanasi,India,3,4189,4.3,budget,"[""Local Transport"", ""Photography Session"", ""All Meals"", ""Safari"", ""Return Flights"", ""Entry Tickets"", ""Snorkelling Kit""]","[""Alcohol"", ""Visa Fee"", ""Personal Expenses""]",Experience the best of Varanasi with this budget 3-day package. Perfect for budget travelers.
deaa1f03-afa0-4661-a047-4ab91064ed29,Snow Peaks Travel,Ooty Budget 3N/4D,Ooty,India,3,5830,4.3,budget,"[""Sightseeing"", ""Ayurveda Package"", ""Return Flights"", ""Adventure Activities"", ""Visa Assistance""]","[""Porterage"", ""Personal Expenses"", ""Tips"", ""Alcohol"", ""Visa Fee""]",Experience the best of Ooty with this budget 3-day package. Perfect for budget travelers.
b5909149-f3af-4971-aa54-6a87491614ae,Globe Trotter,Thailand Adventure Package,Thailand,Thailand,2,5699,4.2,budget,"[""Camping Gear"", ""Sightseeing"", ""Safari"", ""Travel Insurance"", ""Entry Tickets"", ""Adventure Activities"", ""Desert Camp"", ""Guided Tour"", ""Spa Session""]","[""Phone Calls"", ""Optional Activities"", ""Camera Fee"", ""Mineral Water"", ""Gratuities""]",Experience the best of Thailand with this budget 2-day package. Perfect for budget travelers.
f2864782-d13f-4b14-a729-2a50f2fd7f0b,TripWise Tours,Coorg Adventure Package,Coorg,India,3,8220,4.3,budget,"[""Ski Pass"", ""Entry Tickets"", ""Travel Insurance"", ""Snorkelling Kit"", ""Adventure Activities"", ""Visa Assistance""]","[""Alcohol"", ""Camera Fee""]",Experience the best of Coorg with this budget 3-day package. Perfect for budget travelers.
e9c670e5-569b-496e-b75b-6cd143388d59,Hill Adventures,Maldives Luxury 7N/8D,Maldives,Maldives,7,259814,4.5,luxury,"[""All Meals"", ""Guided Tour"", ""Sightseeing"", ""Cooking Class"", ""Travel Insurance""]","[""Alcohol"", ""Travel Insurance"", ""Extra Meals"", ""Optional Activities"", ""Phone Calls""]",Experience the best of Maldives with this luxury 7-day package. Ultimate luxury experience.
ab5867da-987d-4a60-a251-79ef7f1ff2a4,Budget Bees,Sikkim Trip,Sikkim,India,5,6290,4.1,budget,"[""Cycle Rental"", ""Ski Pass"", ""Spa Session"", ""Ayurveda Package"", ""Safari"", ""Travel Insurance""]","[""Phone Calls"", ""Porterage""]",Experience the best of Sikkim with this budget 5-day package. Perfect for budget travelers.
1ae7a28f-dc06-4222-94f8-39a849a9c5be,Backpacker Hub,Greece Budget 3N/4D,Greece,Greece,3,10611,4.0,budget,"[""Cooking Class"", ""Local Transport"", ""Camping Gear"", ""Snorkelling Kit"", ""Return Flights""]","[""Travel Insurance"", ""Gratuities"", ""Mineral Water"", ""Camera Fee"", ""Phone Calls""]",Experience the best of Greece with this budget 3-day package. Perfect for budget travelers.
f55ed5f5-83d7-4e31-b91f-4e7b5100c669,Nomad Travels,Golden Triangle Adventure Package,Golden Triangle,India,5,5591,3.7,budget,"[""Desert Camp"", ""Photography Session"", ""Cruise"", ""Ayurveda Package"", ""Sightseeing"", ""Visa Assistance"", ""Cycle Rental"", ""Airport Transfer"", ""Cooking Class""]","[""Gratuities"", ""Alcohol"", ""Camera Fee"", ""Visa Fee""]",Experience the best of Golden Triangle with this budget 5-day package. Perfect for budget travelers.
6710a043-e523-42b6-91f0-e5ca78572b2b,Eco Voyages,Japan Luxury 10N/11D,Japan,Japan,10,118165,4.1,luxury,"[""Sightseeing"", ""Ski Pass"", ""All Meals"", ""Guided Tour"", ""Safari""]","[""Alcohol"", ""Gratuities""]",Experience the best of Japan with this luxury 10-day package. Ultimate luxury experience.
7ba63138-5bf5-46ee-b007-765c7097ecba,Family Fun Tours,Australia Quick Getaway,Australia,Australia,12,170190,4.9,luxury,"[""Sightseeing"", ""Cruise"", ""Bonfire Evening"", ""Camping Gear"", ""Spa Session"", ""Houseboat Night"", ""Snorkelling Kit"", ""Photography Session"", ""Local Transport"", ""Desert Camp""]","[""Travel Insurance"", ""Extra Meals"", ""Alcohol""]",Experience the best of Australia with this luxury 12-day package. Ultimate luxury experience.
7acbbf88-1b0f-4bfb-862a-960a3e8632a4,Cultural Trails,Bali Premium 6N/7D,Bali,Indonesia,6,36487,4.5,premium,"[""Bonfire Evening"", ""Entry Tickets"", ""Hotel Stay"", ""Snorkelling Kit"", ""Visa Assistance"", ""Cruise""]","[""Tips"", ""Travel Insurance"", ""Camera Fee"", ""Visa Fee"", ""Phone Calls"", ""Personal Expenses""]",Experience the best of Bali with this premium 6-day package. Premium experiences included.
6a74c912-43e7-428c-b583-99e0868ba10c,Royal Rajasthan Tours,Magical Himachal Pradesh 2 Days,Himachal Pradesh,India,2,3797,4.9,budget,"[""Visa Assistance"", ""Cooking Class"", ""Bonfire Evening"", ""Adventure Activities"", ""Guided Tour""]","[""Porterage"", ""Alcohol"", ""Visa Fee""]",Experience the best of Himachal Pradesh with this budget 2-day package. Perfect for budget travelers.
fb46e4e3-0d59-473a-9f64-bd7b410576f3,Nomad Travels,Discover Jaipur 5N,Jaipur,India,5,3480,4.4,budget,"[""Snorkelling Kit"", ""Photography Session"", ""All Meals"", ""Sightseeing"", ""Cruise"", ""Cycle Rental"", ""Entry Tickets""]","[""Alcohol"", ""Porterage"", ""Tips"", ""Optional Activities"", ""Travel Insurance""]",Experience the best of Jaipur with this budget 5-day package. Perfect for budget travelers.
51872d10-ed6e-4ba1-b1eb-a990c21a9cc7,Cultural Trails,Brazil Budget 3N/4D,Brazil,Brazil,3,6650,4.2,budget,"[""Ayurveda Package"", ""Guided Tour"", ""Airport Transfer"", ""Sightseeing"", ""Return Flights""]","[""Laundry"", ""Camera Fee""]",Experience the best of Brazil with this budget 3-day package. Perfect for budget travelers.
fdbbee73-1e2a-4eab-830b-b863daa13925,Family Fun Tours,4 Days in Italy,Italy,Italy,4,27135,3.7,standard,"[""Ski Pass"", ""Cultural Show"", ""Houseboat Night"", ""Bonfire Evening"", ""Adventure Activities""]","[""Mineral Water"", ""Phone Calls"", ""Alcohol""]",Experience the best of Italy with this standard 4-day package. Ideal for families and couples.
5074d770-b0e3-42cc-b0e6-c22a3ab91bd7,SunSea Holidays,21 Days in Varanasi,Varanasi,India,21,208826,3.6,luxury,"[""Sightseeing"", ""Airport Transfer"", ""Bonfire Evening"", ""Adventure Activities"", ""Ski Pass"", ""Houseboat Night"", ""Cycle Rental""]","[""Optional Activities"", ""Laundry"", ""Alcohol"", ""Visa Fee""]",Experience the best of Varanasi with this luxury 21-day package. Ultimate luxury experience.
134fc2d8-029e-44df-8c6e-a2ca31a7afc8,TripWise Tours,Ooty Trip,Ooty,India,8,49367,4.3,premium,"[""Photography Session"", ""Sightseeing"", ""Local Transport"", ""All Meals"", ""Safari"", ""Camping Gear"", ""Visa Assistance"", ""Cultural Show""]","[""Mineral Water"", ""Extra Meals"", ""Optional Activities"", ""Personal Expenses"", ""Alcohol"", ""Phone Calls""]",Experience the best of Ooty with this premium 8-day package. Premium experiences included.
c4ddaae1-e120-4863-9ad5-d3c2e7ce7546,Globe Trotter,Magical Morocco 6 Days,Morocco,Morocco,6,27238,4.6,standard,"[""Safari"", ""Cultural Show"", ""Bonfire Evening"", ""Cooking Class"", ""Visa Assistance"", ""Cycle Rental"", ""Cruise""]","[""Laundry"", ""Camera Fee"", ""Extra Meals""]",Experience the best of Morocco with this standard 6-day package. Ideal for families and couples.
aa390c01-59fa-45fc-a14d-88ebec4c2069,Snow Peaks Travel,Magical France 2 Days,France,France,2,11894,4.1,budget,"[""Guided Tour"", ""Breakfast"", ""Cycle Rental"", ""Bonfire Evening"", ""Spa Session"", ""Houseboat Night"", ""Safari"", ""Photography Session""]","[""Personal Expenses"", ""Laundry"", ""Optional Activities""]",Experience the best of France with this budget 2-day package. Perfect for budget travelers.
534a0a90-3d79-43ba-940d-89e8b3e79da3,Island Hoppers,Discover Ooty 12N,Ooty,India,12,242908,3.6,luxury,"[""Ayurveda Package"", ""Cruise"", ""Cycle Rental"", ""Camping Gear"", ""Return Flights"", ""Houseboat Night"", ""Snorkelling Kit"", ""Local Transport"", ""Cooking Class""]","[""Visa Fee"", ""Optional Activities"", ""Tips""]",Experience the best of Ooty with this luxury 12-day package. Ultimate luxury experience.
d4665f7d-f366-4f42-b4a4-04a6d55e93ce,Hill Adventures,Switzerland Trip,Switzerland,Switzerland,2,10502,3.9,budget,"[""Adventure Activities"", ""Entry Tickets"", ""Visa Assistance"", ""Cycle Rental"", ""Cruise""]","[""Extra Meals"", ""Travel Insurance"", ""Gratuities"", ""Porterage"", ""Personal Expenses"", ""Camera Fee""]",Experience the best of Switzerland with this budget 2-day package. Perfect for budget travelers.
724ec155-66e4-4803-a430-7563ffd79184,SunSea Holidays,Singapore Budget 4N/5D,Singapore,Singapore,4,3762,4.4,budget,"[""Hotel Stay"", ""Sightseeing"", ""Airport Transfer"", ""Cruise"", ""Houseboat Night"", ""Return Flights"", ""Camping Gear"", ""Entry Tickets"", ""Photography Session""]","[""Porterage"", ""Gratuities"", ""Alcohol"", ""Laundry"", ""Extra Meals""]",Experience the best of Singapore with this budget 4-day package. Perfect for budget travelers.
3770c7e9-7d94-4e54-bab1-26d8281a5340,Hill Adventures,Rajasthan Quick Getaway,Rajasthan,India,8,31416,4.1,standard,"[""Cruise"", ""Bonfire Evening"", ""Desert Camp"", ""Safari"", ""Cycle Rental"", ""Travel Insurance""]","[""Porterage"", ""Camera Fee"", ""Optional Activities"", ""Gratuities"", ""Phone Calls"", ""Tips""]",Experience the best of Rajasthan with this standard 8-day package. Ideal for families and couples.
5ab6e9e9-f3d1-405f-accd-932f855c5cc5,Heritage Journeys,Magical Bali 8 Days,Bali,Indonesia,8,18950,4.4,standard,"[""Local Transport"", ""Cycle Rental"", ""Cooking Class"", ""Airport Transfer"", ""Travel Insurance"", ""Return Flights"", ""Breakfast"", ""Ayurveda Package"", ""Hotel Stay""]","[""Personal Expenses"", ""Porterage"", ""Phone Calls"", ""Laundry""]",Experience the best of Bali with this standard 8-day package. Ideal for families and couples.
401ce0ca-5a9f-4213-bca0-b87cf77898da,Island Hoppers,8 Days in Ladakh,Ladakh,India,8,32732,4.1,standard,"[""Camping Gear"", ""Visa Assistance"", ""Guided Tour"", ""Photography Session"", ""Breakfast"", ""Airport Transfer"", ""Houseboat Night"", ""Cultural Show""]","[""Personal Expenses"", ""Optional Activities"", ""Phone Calls"", ""Mineral Water"", ""Travel Insurance"", ""Extra Meals""]",Experience the best of Ladakh with this standard 8-day package. Ideal for families and couples.
98f0bd66-b6a3-4346-92d6-97adf8c12f47,Island Hoppers,Discover USA 5N,USA,USA,5,54929,4.3,premium,"[""Ayurveda Package"", ""Visa Assistance"", ""Return Flights"", ""Travel Insurance"", ""Local Transport"", ""Snorkelling Kit""]","[""Porterage"", ""Phone Calls"", ""Laundry"", ""Mineral Water"", ""Personal Expenses"", ""Tips""]",Experience the best of USA with this premium 5-day package. Premium experiences included.
9d420eb3-4c24-4b56-b06a-7d12ad2a2fa1,Wildlife Wonders,Varanasi Budget 4N/5D,Varanasi,India,4,10344,3.6,budget,"[""Travel Insurance"", ""Snorkelling Kit"", ""Hotel Stay"", ""Guided Tour"", ""Spa Session"", ""Cultural Show"", ""Photography Session"", ""Breakfast""]","[""Visa Fee"", ""Porterage"", ""Optional Activities"", ""Camera Fee"", ""Personal Expenses""]",Experience the best of Varanasi with this budget 4-day package. Perfect for budget travelers.
2d6e18cb-ebf2-46d8-b030-de9cb2893706,Mountain Magic,South India Quick Getaway,South India,India,18,297880,4.3,luxury,"[""Local Transport"", ""Cruise"", ""Entry Tickets"", ""Ski Pass"", ""Guided Tour"", ""Travel Insurance"", ""Return Flights""]","[""Visa Fee"", ""Extra Meals"", ""Personal Expenses"", ""Travel Insurance"", ""Porterage""]",Experience the best of South India with this luxury 18-day package. Ultimate luxury experience.
d458e9fa-970a-4078-afa4-14c5150ae68f,Couple Retreats,Turkey Trip,Turkey,Turkey,4,7009,4.1,budget,"[""Ski Pass"", ""Airport Transfer"", ""Photography Session"", ""Breakfast""]","[""Optional Activities"", ""Laundry"", ""Tips"", ""Extra Meals"", ""Travel Insurance"", ""Camera Fee""]",Experience the best of Turkey with this budget 4-day package. Perfect for budget travelers.
ecfa3903-4d7a-43dd-967a-96f8762e4f97,Cultural Trails,South Africa Trip,South Africa,South Africa,11,35531,4.0,premium,"[""Breakfast"", ""Guided Tour"", ""Spa Session"", ""Ski Pass"", ""Desert Camp"", ""Local Transport"", ""All Meals"", ""Sightseeing"", ""Entry Tickets""]","[""Optional Activities"", ""Alcohol"", ""Camera Fee"", ""Mineral Water"", ""Extra Meals""]",Experience the best of South Africa with this premium 11-day package. Premium experiences included.
83d56936-8be1-4573-a00e-ac7df5b626b6,Coastal Cruises,Magical Agra 4 Days,Agra,India,4,31893,4.6,standard,"[""Ski Pass"", ""Bonfire Evening"", ""Desert Camp"", ""Hotel Stay"", ""Houseboat Night""]","[""Tips"", ""Alcohol""]",Experience the best of Agra with this standard 4-day package. Ideal for families and couples.
faf784f1-5990-4929-afcc-e8c065ef5fdb,Kerala Dreams,Peru Budget 3N/4D,Peru,Peru,3,11734,3.9,budget,"[""Adventure Activities"", ""Camping Gear"", ""Guided Tour"", ""Safari"", ""Ayurveda Package""]","[""Tips"", ""Visa Fee""]",Experience the best of Peru with this budget 3-day package. Perfect for budget travelers.
6bb64807-2843-4ddd-bd7b-bddc5dd76715,Backpacker Hub,Magical Egypt 7 Days,Egypt,Egypt,7,34416,4.0,standard,"[""Adventure Activities"", ""Cultural Show"", ""Breakfast"", ""Hotel Stay"", ""Local Transport"", ""Visa Assistance"", ""Safari"", ""Cruise""]","[""Visa Fee"", ""Optional Activities"", ""Alcohol"", ""Mineral Water"", ""Extra Meals"", ""Laundry""]",Experience the best of Egypt with this standard 7-day package. Ideal for families and couples.
7633994f-a710-4d02-b96e-b4ccbf1369dd,Foodie Tours,Discover Varanasi 15N,Varanasi,India,15,171595,3.9,luxury,"[""Ayurveda Package"", ""Cooking Class"", ""Cultural Show"", ""Photography Session""]","[""Personal Expenses"", ""Alcohol""]",Experience the best of Varanasi with this luxury 15-day package. Ultimate luxury experience.
230c4d88-ff7d-495d-930d-f7f40b5c7362,Budget Bees,2 Days in Manali,Manali,India,2,5198,4.8,budget,"[""Visa Assistance"", ""Airport Transfer"", ""Entry Tickets"", ""Guided Tour"", ""Bonfire Evening"", ""All Meals"", ""Cooking Class"", ""Local Transport"", ""Camping Gear"", ""Spa Session""]","[""Gratuities"", ""Porterage"", ""Tips""]",Experience the best of Manali with this budget 2-day package. Perfect for budget travelers.
bd3159c8-d6e1-4aeb-9f30-940741de2b73,Foodie Tours,Agra Grand Tour,Agra,India,10,56421,4.1,premium,"[""Desert Camp"", ""Return Flights"", ""Safari"", ""Houseboat Night"", ""Ski Pass"", ""Cultural Show""]","[""Tips"", ""Alcohol"", ""Personal Expenses""]",Experience the best of Agra with this premium 10-day package. Premium experiences included.
41543a5c-b476-4a92-b725-bec2ba93ca13,Family Fun Tours,Coorg Escape Package,Coorg,India,5,21433,3.6,standard,"[""Spa Session"", ""Entry Tickets"", ""Visa Assistance"", ""Return Flights""]","[""Camera Fee"", ""Mineral Water"", ""Extra Meals"", ""Phone Calls"", ""Gratuities""]",Experience the best of Coorg with this standard 5-day package. Ideal for families and couples.
ebff4adc-a668-4a81-9fd0-c14d6debea05,City Breaks,Mumbai Grand Tour,Mumbai,India,9,79575,3.8,premium,"[""Bonfire Evening"", ""Visa Assistance"", ""Desert Camp"", ""Return Flights"", ""Sightseeing""]","[""Optional Activities"", ""Alcohol"", ""Extra Meals""]",Experience the best of Mumbai with this premium 9-day package. Premium experiences included.
89aa1d74-b4ab-4736-9e92-7469baa9adab,Royal Rajasthan Tours,Discover Kerala 5N,Kerala,India,5,28640,4.7,standard,"[""Ayurveda Package"", ""Ski Pass"", ""Houseboat Night"", ""Entry Tickets"", ""Desert Camp"", ""Breakfast"", ""Safari"", ""Spa Session"", ""Snorkelling Kit"", ""Local Transport""]","[""Optional Activities"", ""Laundry""]",Experience the best of Kerala with this standard 5-day package. Ideal for families and couples.
7fcfccf1-e3ce-4345-b340-dfedee895e52,Kerala Dreams,Bhutan Premium 12N/13D,Bhutan,Bhutan,12,79519,4.9,premium,"[""Cooking Class"", ""Airport Transfer"", ""Local Transport"", ""Cruise""]","[""Laundry"", ""Mineral Water""]",Experience the best of Bhutan with this premium 12-day package. Premium experiences included.
d991ef68-4115-406c-9760-d69a1a05d968,Family Fun Tours,Ladakh Escape Package,Ladakh,India,8,20066,4.3,standard,"[""Guided Tour"", ""Breakfast"", ""Ski Pass"", ""Sightseeing"", ""Adventure Activities"", ""Camping Gear""]","[""Mineral Water"", ""Phone Calls"", ""Extra Meals"", ""Personal Expenses"", ""Gratuities""]",Experience the best of Ladakh with this standard 8-day package. Ideal for families and couples.
a10bff87-38be-4a0d-9936-4de252174555,Backpacker Hub,Himachal Pradesh Quick Getaway,Himachal Pradesh,India,8,33631,3.6,standard,"[""Houseboat Night"", ""Ski Pass"", ""Cooking Class"", ""Sightseeing"", ""Guided Tour"", ""Desert Camp"", ""Cruise""]","[""Laundry"", ""Tips"", ""Personal Expenses""]",Experience the best of Himachal Pradesh with this standard 8-day package. Ideal for families and couples.
bcb92676-4764-4b1f-8989-d9f17955e20e,Luxury Escapes,Discover Sikkim 5N,Sikkim,India,5,12759,3.9,standard,"[""Photography Session"", ""Hotel Stay"", ""Desert Camp"", ""Spa Session"", ""Ski Pass""]","[""Laundry"", ""Porterage"", ""Camera Fee""]",Experience the best of Sikkim with this standard 5-day package. Ideal for families and couples.
